animeID,name,title_english,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast
139,Hunter x Hunter: Greed Island Final,,OVA,Manga,,Action,Nippon Animation,14.0,Finished Airing,False,2004-03-03,2004-08-01,24 min per ep,PG-13 - Teens 13 or older,8.37,46268,192,1186,78544,209,,
142,Kamikaze Kaitou Jeanne,,TV,Manga,,Adventure,Toei Animation,44.0,Finished Airing,False,1999-02-13,2000-01-02,24 min per ep,PG-13 - Teens 13 or older,7.52,19874,1603,1993,38422,417,Winter 1999,Unknown
143,Kannazuki no Miko,Destiny of the Shrine Maiden,TV,Manga,Studio Fantasia,Supernatural,TNK,12.0,Finished Airing,False,2004-10-02,2004-12-01,24 min per ep,PG-13 - Teens 13 or older,6.98,22861,3736,1619,52235,714,Fall 2004,Unknown
144,Kanon,,TV,Visual novel,Movic,Drama,Toei Animation,13.0,Finished Airing,False,2002-01-31,2002-03-02,24 min per ep,G - All Ages,7.2,20807,2861,1699,49004,245,Winter 2002,Unknown
145,Kareshi Kanojo no Jijou,His and Her Circumstances,TV,Manga,TV Tokyo,Comedy,Gainax,26.0,Finished Airing,False,1998-10-02,1999-03-02,24 min per ep,PG-13 - Teens 13 or older,7.64,50253,1261,727,131698,1611,Fall 1998,Fridays at 18:30 (JST)
146,Kono Minikuku mo Utsukushii Sekai,This Ugly Yet Beautiful World,TV,Original,Geneon Universal Entertainment,Sci-Fi,Gainax,12.0,Finished Airing,False,2004-04-02,2004-06-01,24 min per ep,R+ - Mild Nudity,6.85,23719,4209,1709,48458,171,Spring 2004,Fridays at 00:30 (JST)
148,Kita e.: Diamond Dust Drops,Diamond Daydreams,TV,Visual novel,,Drama,Studio Deen,12.0,Finished Airing,False,2004-01-20,,24 min per ep,PG-13 - Teens 13 or older,6.7,1991,4889,4624,6865,8,Winter 2004,Unknown
149,Loveless,Loveless,TV,Manga,Bandai Visual,Action,J.C.Staff,12.0,Finished Airing,False,2005-04-07,2005-06-03,24 min per ep,PG-13 - Teens 13 or older,7.08,52430,3358,942,103264,1589,Spring 2005,Unknown
150,Blood+,Blood+,TV,Original,Aniplex,Action,Production I.G,50.0,Finished Airing,False,2005-10-08,2006-09-02,24 min per ep,R - 17+ (violence & profanity),7.75,112413,982,302,265515,4222,Fall 2005,Saturdays at 18:00 (JST)
151,Re: Cutey Honey,,OVA,Manga,Toei Video,Action,Gainax,3.0,Finished Airing,False,2004-07-24,2004-09-02,46 min per ep,R+ - Mild Nudity,7.15,6949,3092,3075,17686,113,,
152,Solty Rei,,TV,Original,AIC,Action,Gonzo,24.0,Finished Airing,False,2005-10-07,2006-03-03,23 min per ep,R - 17+ (violence & profanity),7.33,9430,2367,2732,22336,115,Fall 2005,Fridays at 02:40 (JST)
153,Juuni Kokuki,The Twelve Kingdoms,TV,Novel,Sogo Vision,Action,Studio Pierrot,45.0,Finished Airing,False,2002-04-09,2003-08-03,25 min per ep,PG-13 - Teens 13 or older,8.12,30208,422,1060,88899,1985,Spring 2002,Unknown
154,Shaman King,Shaman King,TV,Manga,TV Tokyo,Action,Xebec,64.0,Finished Airing,False,2001-07-04,2002-09-02,23 min per ep,PG-13 - Teens 13 or older,7.83,127151,852,366,230755,3011,Summer 2001,Wednesdays at 18:30 (JST)
155,X/1999,X - The Movie,Movie,Manga,Kadokawa Shoten,Action,Madhouse,1.0,Finished Airing,False,1996-08-03,,1 hr 37 min,R - 17+ (violence & profanity),6.66,14810,5092,2443,27050,121,,
156,X,X,TV,Manga,Bandai Visual,Action,Madhouse,24.0,Finished Airing,False,2001-10-03,2002-03-02,24 min per ep,R+ - Mild Nudity,7.51,27469,1653,1468,60599,734,Fall 2001,Wednesdays at 18:30 (JST)
157,Mahou Sensei Negima!,Negima!,TV,Manga,Starchild Records,Comedy,Xebec,26.0,Finished Airing,False,2005-01-06,2005-06-03,23 min per ep,PG-13 - Teens 13 or older,7.06,47384,3437,952,101540,572,Winter 2005,Thursdays at 01:00 (JST)
158,Maria-sama ga Miteru,Maria Watches Over Us,TV,Light novel,Rondo Robe,Slice of Life,Studio Deen,13.0,Finished Airing,False,2004-01-08,,24 min per ep,PG-13 - Teens 13 or older,7.43,14842,1923,1859,43233,594,Winter 2004,Thursdays at Unknown
159,Boukyaku no Senritsu,The Melody of Oblivion,TV,Manga,Kadokawa Shoten,Adventure,Gainax,24.0,Finished Airing,False,2004-04-07,2004-09-02,23 min per ep,PG-13 - Teens 13 or older,6.39,4749,6225,3370,14738,44,Spring 2004,Wednesdays at 02:54 (JST)
160,"Ima, Soko ni Iru Boku","Now and Then, Here and There",TV,Original,Victor Entertainment,Adventure,AIC,13.0,Finished Airing,False,1999-10-14,2000-01-02,25 min per ep,R - 17+ (violence & profanity),7.73,26652,1038,1128,81980,838,Fall 1999,Thursdays at 19:00 (JST)
161,Peace Maker Kurogane,Peace Maker Kurogane,TV,Manga,GDH,Action,Gonzo,24.0,Finished Airing,False,2003-10-08,2004-03-02,24 min per ep,R - 17+ (violence & profanity),7.39,18076,2118,1876,42615,299,Fall 2003,Unknown
162,Pita Ten,Pita-Ten,TV,Manga,Broccoli,Comedy,Madhouse,26.0,Finished Airing,False,2002-04-07,2002-09-02,24 min per ep,G - All Ages,7.03,8022,3564,3025,18296,96,Spring 2002,Sundays at 09:30 (JST)
163,Power Stone,,TV,Game,Avex Entertainment,Adventure,Studio Pierrot,26.0,Finished Airing,False,1999-04-03,1999-09-02,20 min per ep,PG - Children,6.53,2631,5673,5105,5389,17,Spring 1999,Saturdays at 17:00 (JST)
164,Mononoke Hime,Princess Mononoke,Movie,Original,Tokuma Shoten,Action,Studio Ghibli,1.0,Finished Airing,False,1997-07-12,,2 hr 15 min,PG-13 - Teens 13 or older,8.79,368410,30,79,568463,11828,,
165,RahXephon,RahXephon,TV,Original,Asatsu DK,Action,Bones,26.0,Finished Airing,False,2002-01-21,2002-09-01,23 min per ep,PG-13 - Teens 13 or older,7.49,32471,1709,1108,83932,862,Winter 2002,Mondays at 16:25 (JST)
166,Samurai 7,Samurai 7,TV,Other,GDH,Historical,Gonzo,26.0,Finished Airing,False,2004-06-12,2004-12-02,26 min per ep,PG-13 - Teens 13 or older,7.56,45991,1492,1036,91374,667,Summer 2004,Unknown
167,Scrapped Princess,Scrapped Princess,TV,Light novel,Kadokawa Shoten,Adventure,Bones,24.0,Finished Airing,False,2003-04-08,,23 min per ep,PG-13 - Teens 13 or older,7.47,29989,1782,1284,71737,417,Spring 2003,Tuesdays at 18:00 (JST)
168,s.CRY.ed,s-CRY-ed,TV,Original,Yomiko Advertising,Action,Sunrise,26.0,Finished Airing,False,2001-07-04,2001-12-02,24 min per ep,PG-13 - Teens 13 or older,7.43,30526,1935,1429,63566,615,Summer 2001,Wednesdays at 18:00 (JST)
169,Shingetsutan Tsukihime,Lunar Legend Tsukihime,TV,Visual novel,TBS,Action,J.C.Staff,12.0,Finished Airing,False,2003-10-10,2003-12-02,24 min per ep,R - 17+ (violence & profanity),7.02,53265,3610,846,114297,590,Fall 2003,Unknown
170,Slam Dunk,Slam Dunk,TV,Manga,TV Asahi,Comedy,Toei Animation,101.0,Finished Airing,False,1993-10-16,1996-03-02,23 min per ep,PG-13 - Teens 13 or older,8.54,60029,92,751,128264,3750,Fall 1993,Unknown
171,Strange Dawn,,TV,Original,,Adventure,Hal Film Maker,13.0,Finished Airing,False,2000-07-11,2000-09-02,20 min per ep,PG - Children,6.52,848,5721,6506,2932,6,Summer 2000,Tuesdays at 18:30 (JST)
174,Tenjou Tenge,Tenjho Tenge,TV,Manga,TV Asahi,Action,Madhouse,24.0,Finished Airing,False,2004-04-02,2004-09-01,23 min per ep,R - 17+ (violence & profanity),7.04,67126,3531,728,131441,599,Spring 2004,Unknown
175,Tokyo Underground,Tokyo Underground,TV,Manga,TV Tokyo Music,Action,Studio Pierrot,26.0,Finished Airing,False,2002-04-02,2002-09-02,25 min per ep,PG-13 - Teens 13 or older,6.69,8865,4945,2761,21984,38,Spring 2002,Tuesdays at 18:30 (JST)
176,Triangle Heart: Sweet Songs Forever,,OVA,Unknown,Discovery,Adventure,Seven Arcs,4.0,Finished Airing,False,2003-07-24,2003-12-02,28 min per ep,PG-13 - Teens 13 or older,6.24,2182,6896,5119,5353,6,,
177,Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,TV,Manga,NHK,Action,Bee Train,26.0,Finished Airing,False,2005-04-09,2005-10-01,25 min per ep,PG-13 - Teens 13 or older,7.63,72410,1296,553,166918,2148,Spring 2005,Saturdays at 18:30 (JST)
178,Ultra Maniac,Ultramaniac - Magical Girl,TV,Manga,WAO World,Magic,Production Reed,26.0,Finished Airing,False,2003-05-20,2003-11-01,24 min per ep,G - All Ages,7.25,9973,2684,2649,23669,125,Spring 2003,Tuesdays at 22:00 (JST)
180,Vandread,Vandread,TV,Original,GDH,Action,Gonzo,13.0,Finished Airing,False,2000-10-03,2000-12-01,22 min per ep,PG-13 - Teens 13 or older,7.28,35117,2563,1411,64355,401,Fall 2000,Tuesdays at 18:30 (JST)
181,Vandread: The Second Stage,,TV,Original,GDH,Action,Gonzo,13.0,Finished Airing,False,2001-10-05,2002-01-01,22 min per ep,PG-13 - Teens 13 or older,7.49,26079,1715,1882,42437,106,Fall 2001,Unknown
183,Whistle!,,TV,Manga,Marvelous,School,Studio Comet,39.0,Finished Airing,False,2002-05-06,,24 min per ep,G - All Ages,7.49,4787,1717,3956,10123,64,Spring 2002,Unknown
184,Xenosaga The Animation,,TV,Game,Happinet Pictures,Action,Toei Animation,12.0,Finished Airing,False,2005-01-06,2005-03-02,23 min per ep,PG-13 - Teens 13 or older,6.43,6699,6095,3235,15991,39,Winter 2005,Thursdays at 02:42 (JST)
186,Initial D Second Stage,Initial D Second Stage,TV,Manga,OB Planning,Action,Pastel,13.0,Finished Airing,False,1999-10-15,2000-01-02,23 min per ep,PG-13 - Teens 13 or older,8.16,52693,366,1117,83138,365,Fall 1999,Fridays at 01:55 (JST)
187,Initial D Third Stage,,Movie,Manga,OB Planning,Action,Studio Deen,1.0,Finished Airing,False,2001-01-13,,1 hr 45 min,PG-13 - Teens 13 or older,7.96,44916,618,1305,70628,260,,
189,Love Hina,Love Hina,TV,Manga,Production I.G,Comedy,Xebec,24.0,Finished Airing,False,2000-04-19,2000-09-02,23 min per ep,PG-13 - Teens 13 or older,7.23,104267,2739,473,191811,1470,Spring 2000,Unknown
190,Love Hina Again,Love Hina Again,OVA,Manga,Starchild Records,Comedy,Xebec,3.0,Finished Airing,False,2002-01-26,2002-03-02,30 min per ep,PG-13 - Teens 13 or older,7.32,44018,2394,1321,69568,87,,
191,Love Hina Christmas Special: Silent Eve,Love Hina Christmas Movie,Special,Manga,Yomiko Advertising,Slice of Life,Xebec,1.0,Finished Airing,False,2000-12-25,,46 min,PG-13 - Teens 13 or older,7.4,31488,2060,1686,49493,49,,
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Love Hina Spring Movie,Special,Unknown,Starchild Records,Adventure,Xebec,1.0,Finished Airing,False,2001-04-02,,46 min,PG-13 - Teens 13 or older,7.27,27974,2588,1808,44750,24,,
193,Maburaho,Maburaho,TV,Light novel,Kadokawa Shoten,Comedy,J.C.Staff,24.0,Finished Airing,False,2003-10-14,,24 min per ep,R+ - Mild Nudity,6.91,38122,3987,1248,74569,236,Fall 2003,Tuesdays at 18:00 (JST)
194,Macross Zero,Macross Zero,OVA,Unknown,Bandai Visual,Adventure,Satelight,5.0,Finished Airing,False,2002-12-21,2004-10-02,30 min per ep,R+ - Mild Nudity,7.62,15264,1319,2372,28670,108,,
195,Onegai☆Teacher,Please Teacher!,TV,Original,Bandai Visual,Sci-Fi,Daume,12.0,Finished Airing,False,2002-01-10,2002-03-02,23 min per ep,PG-13 - Teens 13 or older,7.29,70677,2519,779,123941,828,Winter 2002,Thursdays at Unknown
196,Onegai☆Twins,Please Twins,TV,Original,Bandai Visual,Comedy,Daume,12.0,Finished Airing,False,2003-07-15,2003-10-01,25 min per ep,PG-13 - Teens 13 or older,6.97,40297,3778,1337,68816,172,Summer 2003,Unknown
197,Rizelmine,,TV,Manga,m.o.e.,Sci-Fi,Madhouse,24.0,Finished Airing,False,2002-04-03,2002-12-02,15 min per ep,R+ - Mild Nudity,6.61,8192,5324,2917,19525,45,Spring 2002,Unknown
198,Speed Grapher,Speed Grapher,TV,Original,TV Asahi,Action,Gonzo,24.0,Finished Airing,False,2005-04-08,2005-09-03,23 min per ep,R+ - Mild Nudity,7.42,30851,1985,1135,81688,552,Spring 2005,Unknown
199,Sen to Chihiro no Kamikakushi,Spirited Away,Movie,Original,Toho,Adventure,Studio Ghibli,1.0,Finished Airing,False,2001-07-20,,2 hr 5 min,PG - Children,8.91,550969,18,40,789004,17043,,
200,Tenshi na Konamaiki,Cheeky Angel,TV,Manga,,Comedy,TMS Entertainment,50.0,Finished Airing,False,2002-04-06,2003-03-02,24 min per ep,PG-13 - Teens 13 or older,7.55,6905,1537,2961,19011,124,Spring 2002,Unknown
201,Video Girl Ai,,OVA,Manga,Shueisha,Comedy,Production I.G,6.0,Finished Airing,False,1992-03-27,1992-08-02,29 min per ep,R+ - Mild Nudity,7.27,8952,2604,3012,18467,90,,
202,Wolf's Rain,Wolf's Rain,TV,Original,Bandai Visual,Action,Bones,26.0,Finished Airing,False,2003-01-07,2003-07-02,23 min per ep,PG-13 - Teens 13 or older,7.89,94639,730,386,221781,5064,Winter 2003,Tuesdays at 02:10 (JST)
204,Yumeria,,TV,Visual novel,,Action,Studio Deen,12.0,Finished Airing,False,2004-01-09,2004-03-02,24 min per ep,PG-13 - Teens 13 or older,6.2,10533,7056,2742,22207,30,Winter 2004,Unknown
205,Samurai Champloo,Samurai Champloo,TV,Original,Victor Entertainment,Action,Manglobe,26.0,Finished Airing,False,2004-05-20,2005-03-01,24 min per ep,R - 17+ (violence & profanity),8.5,324698,108,68,602539,21300,Spring 2004,Saturdays at 10:30 (JST)
206,Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,TV,Novel,Kadokawa Shoten,Action,AIC,27.0,Finished Airing,False,1998-04-01,1998-09-03,24 min per ep,PG-13 - Teens 13 or older,7.22,7887,2787,2848,20581,102,Spring 1998,Wednesdays at 18:00 (JST)
207,Lodoss-tou Senki,Record of Lodoss War,OVA,Novel,Kadokawa Shoten,Action,Madhouse,13.0,Finished Airing,False,1990-06-30,1991-11-02,25 min per ep,R - 17+ (violence & profanity),7.5,16094,1668,1944,39938,393,,
208,R.O.D: Read or Die,R.O.D - Read or Die,OVA,Light novel,Aniplex,Action,Studio Deen,3.0,Finished Airing,False,2001-05-23,,33 min per ep,PG-13 - Teens 13 or older,7.73,26997,1050,1693,49200,296,,
210,Ranma ½,Ranma ½,TV,Manga,Shogakukan Productions,Slice of Life,Studio Deen,161.0,Finished Airing,False,1989-04-15,1992-09-02,24 min per ep,R+ - Mild Nudity,7.84,63538,831,643,145694,2932,Spring 1989,Unknown
212,Project A-Ko,,Movie,Original,SOEISHINSHA,Action,APPP,1.0,Finished Airing,False,1986-06-21,,1 hr 24 min,PG-13 - Teens 13 or older,6.97,5036,3784,3780,11129,91,,
215,Pia Carrot e Youkoso!! 2 DX,,OVA,Unknown,,Comedy,,6.0,Finished Airing,False,1999-12-18,2000-10-02,28 min per ep,PG-13 - Teens 13 or older,6.42,690,6118,7683,1722,2,,
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Welcome to Pia Carrot! Sayaka's Love Story,Movie,Visual novel,Geneon Universal Entertainment,Comedy,Bones,1.0,Finished Airing,False,2002-10-19,,48 min,PG-13 - Teens 13 or older,5.99,899,7745,7210,2140,2,,
218,Kidou Senkan Nadesico,Martian Successor Nadesico,TV,Original,Starchild Records,Action,Xebec,26.0,Finished Airing,False,1996-10-01,1997-03-02,23 min per ep,PG-13 - Teens 13 or older,7.57,14147,1454,2059,36486,371,Fall 1996,Tuesdays at 18:30 (JST)
222,Mezzo DSA,,TV,Original,Studio Pierrot,Action,Arms,13.0,Finished Airing,False,2004-01-04,2004-03-02,25 min per ep,R+ - Mild Nudity,6.74,6184,4724,3424,14279,26,Winter 2004,Unknown
223,Dragon Ball,Dragon Ball,TV,Manga,Fuji TV,Adventure,Toei Animation,153.0,Finished Airing,False,1986-02-26,1989-04-01,24 min per ep,PG-13 - Teens 13 or older,8.14,312333,382,99,491047,9545,Winter 1986,Wednesdays at 19:00 (JST)
225,Dragon Ball GT,Dragon Ball GT,TV,Manga,Fuji TV,Action,Toei Animation,64.0,Finished Airing,False,1996-02-07,1997-11-01,23 min per ep,PG-13 - Teens 13 or older,6.65,223329,5110,210,334553,1359,Winter 1996,Wednesdays at 19:00 (JST)
226,Elfen Lied,Elfen Lied,TV,Manga,VAP,Action,Arms,13.0,Finished Airing,False,2004-07-25,2004-10-01,25 min per ep,R+ - Mild Nudity,7.72,549257,1067,18,901294,20990,Summer 2004,Sundays at 22:30 (JST)
227,FLCL,FLCL,OVA,Original,Starchild Records,Action,Gainax,6.0,Finished Airing,False,2000-04-26,2001-03-01,25 min per ep,PG-13 - Teens 13 or older,8.07,252437,477,122,449437,17570,,
228,Jigoku Shoujo,Hell Girl,TV,Original,Aniplex,Mystery,Studio Deen,26.0,Finished Airing,False,2005-10-05,,25 min per ep,R - 17+ (violence & profanity),7.73,88662,1040,357,232764,2955,Fall 2005,Unknown
229,Ninin ga Shinobuden,Ninja Nonsense,TV,Manga,Toshiba Entertainment,Comedy,ufotable,12.0,Finished Airing,False,2004-07-10,2004-09-02,24 min per ep,R - 17+ (violence & profanity),6.99,12628,3708,2448,26893,131,Summer 2004,Saturdays at 00:30 (JST)
230,Air Master,Air Master,TV,Manga,VAP,Action,Toei Animation,27.0,Finished Airing,False,2003-04-02,,24 min per ep,R - 17+ (violence & profanity),7.09,11151,3307,2417,27534,132,Spring 2003,Unknown
232,Cardcaptor Sakura,Cardcaptor Sakura,TV,Manga,NHK,Adventure,Madhouse,70.0,Finished Airing,False,1998-04-07,2000-03-02,25 min per ep,PG - Children,8.21,129042,312,318,255161,10388,Spring 1998,Tuesdays at 18:00 (JST)
233,Daa! Daa! Daa!,,TV,Manga,,Comedy,J.C.Staff,78.0,Finished Airing,False,2000-03-28,2002-02-02,25 min per ep,G - All Ages,7.77,6938,950,3222,16134,227,Spring 2000,Tuesdays at 18:00 (JST)
234,Dan Doh!!,,TV,Manga,TV Tokyo,Adventure,Tokyo Kids,26.0,Finished Airing,False,2004-04-03,2004-09-02,24 min per ep,G - All Ages,6.74,1203,4704,6495,2936,4,Spring 2004,Unknown
235,Detective Conan,Case Closed,TV,Manga,Yomiuri Telecasting,Adventure,TMS Entertainment,,Currently Airing,True,1996-01-08,,25 min,PG-13 - Teens 13 or older,8.25,83970,286,537,172217,8564,Winter 1996,Saturdays at 18:00 (JST)
236,E's Otherwise,E's Otherwise,TV,Manga,Sotsu,Adventure,Studio Pierrot,26.0,Finished Airing,False,2003-04-01,2003-09-02,23 min per ep,PG-13 - Teens 13 or older,6.7,5622,4876,3520,13357,27,Spring 2003,Tuesdays at 18:00 (JST)
237,Koukyoushihen Eureka Seven,Eureka Seven,TV,Original,Aniplex,Adventure,Bones,50.0,Finished Airing,False,2005-04-17,,24 min per ep,PG-13 - Teens 13 or older,8.14,133989,391,224,324904,8324,Spring 2005,Sundays at 07:00 (JST)
239,Gankutsuou,Gankutsuou: The Count of Monte Cristo,TV,Novel,GDH,Drama,Gonzo,24.0,Finished Airing,False,2004-10-06,2005-03-03,24 min per ep,R - 17+ (violence & profanity),8.2,45028,318,666,142187,2893,Fall 2004,Tuesdays at 02:12 (JST)
240,Genshiken,Genshiken,TV,Manga,Genco,Slice of Life,Palm Studio,12.0,Finished Airing,False,2004-10-10,2004-12-02,25 min per ep,PG-13 - Teens 13 or older,7.71,55702,1088,745,128591,1220,Fall 2004,Sundays at Unknown
241,Girls Bravo: First Season,Girls Bravo,TV,Manga,Lantis,Harem,AIC Spirits,11.0,Finished Airing,False,2004-07-05,2004-09-02,23 min per ep,R+ - Mild Nudity,6.59,53617,5387,934,105109,297,Summer 2004,Unknown
242,Gokusen,The Gokusen,TV,Manga,VAP,Slice of Life,Madhouse,13.0,Finished Airing,False,2004-01-06,2004-03-03,23 min per ep,R - 17+ (violence & profanity),7.46,14226,1808,2397,27997,180,Winter 2004,Unknown
245,Great Teacher Onizuka,Great Teacher Onizuka,TV,Manga,Aniplex,Comedy,Studio Pierrot,43.0,Finished Airing,False,1999-06-30,2000-09-01,25 min per ep,R - 17+ (violence & profanity),8.73,202638,36,153,396574,15205,Summer 1999,Wednesdays at 19:30 (JST)
246,Groove Adventure Rave,Rave Master,TV,Manga,TBS,Adventure,Studio Deen,51.0,Finished Airing,False,2001-10-13,2002-09-02,24 min per ep,PG-13 - Teens 13 or older,7.38,27373,2150,1286,71413,359,Fall 2001,Unknown
247,Harukanaru Toki no Naka de: Hachiyou Shou,Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,TV,Visual novel,Yumeta Company,Fantasy,,26.0,Finished Airing,False,2004-10-06,2005-03-03,24 min per ep,PG-13 - Teens 13 or older,7.13,5541,3152,3060,17862,111,Fall 2004,Unknown
249,InuYasha,InuYasha,TV,Manga,Yomiuri Telecasting,Action,Sunrise,167.0,Finished Airing,False,2000-10-16,2004-09-01,24 min per ep,PG-13 - Teens 13 or older,7.91,194384,687,149,403574,13185,Fall 2000,Mondays at 19:00 (JST)
250,Konjiki no Gash Bell!!,Zatch Bell!,TV,Manga,Yomiko Advertising,Adventure,Toei Animation,150.0,Finished Airing,False,2003-04-06,2006-03-02,23 min per ep,PG-13 - Teens 13 or older,7.63,32062,1288,1250,74492,911,Spring 2003,Sundays at 09:00 (JST)
251,Kyou kara Maou!,King From Now On!,TV,Light novel,NHK,Adventure,Studio Deen,78.0,Finished Airing,False,2004-04-03,2006-02-02,25 min per ep,PG-13 - Teens 13 or older,7.83,25994,846,1268,73011,1347,Spring 2004,Unknown
252,Madlax,,TV,Original,Victor Entertainment,Military,Bee Train,26.0,Finished Airing,False,2004-04-06,2004-09-02,24 min per ep,PG-13 - Teens 13 or older,7.12,10087,3203,2267,30979,139,Spring 2004,Tuesdays at 01:30 (JST)
253,Jungle wa Itsumo Hare nochi Guu,Haré+Guu,TV,Manga,Bandai Visual,Slice of Life,Shin-Ei Animation,26.0,Finished Airing,False,2001-04-03,2001-09-02,23 min per ep,PG-13 - Teens 13 or older,7.92,10809,673,2503,26022,376,Spring 2001,Tuesdays at 18:00 (JST)
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,OVA,Manga,Bandai Visual,Comedy,Shin-Ei Animation,6.0,Finished Airing,False,2002-08-25,2003-01-02,26 min per ep,PG-13 - Teens 13 or older,7.9,5659,700,3976,9959,25,,
255,Jungle wa Itsumo Hare nochi Guu Final,,OVA,Manga,Bandai Visual,Slice of Life,Shin-Ei Animation,7.0,Finished Airing,False,2003-12-21,2004-06-02,26 min per ep,PG-13 - Teens 13 or older,7.73,4670,1042,4270,8391,13,,
258,Hitsuji no Uta,,OVA,Manga,Group TAC,Horror,Madhouse,4.0,Finished Airing,False,2003-05-25,2004-02-02,30 min per ep,R - 17+ (violence & profanity),6.36,5137,6372,3598,12676,33,,
260,Happy☆Lesson (TV),,TV,Manga,KSS,Comedy,Studio Hibari,13.0,Finished Airing,False,2002-04-01,2002-06-03,23 min per ep,PG-13 - Teens 13 or older,6.75,9425,4667,2844,20618,21,Spring 2002,Unknown
261,Happy☆Lesson: Advance,,TV,Manga,KSS,Comedy,Studio Hibari,13.0,Finished Airing,False,2003-07-03,2003-09-02,24 min per ep,PG-13 - Teens 13 or older,6.93,5188,3904,3721,11604,8,Summer 2003,Unknown
262,Happy☆Lesson: The Final,,OVA,Manga,KSS,Comedy,Studio Hibari,3.0,Finished Airing,False,2004-05-25,2004-10-02,30 min per ep,PG-13 - Teens 13 or older,6.92,3455,3951,4474,7477,5,,
263,Hajime no Ippo,Fighting Spirit,TV,Manga,VAP,Comedy,Madhouse,75.0,Finished Airing,False,2000-10-04,2002-03-02,23 min per ep,PG-13 - Teens 13 or older,8.79,128562,29,313,257615,11764,Fall 2000,Tuesdays at 00:50 (JST)
264,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,Special,Manga,,Comedy,Madhouse,1.0,Finished Airing,False,2003-04-18,,1 hr 30 min,PG-13 - Teens 13 or older,8.35,44638,204,1289,71169,159,,
265,Hajime no Ippo: Mashiba vs. Kimura,,OVA,Manga,,Comedy,Madhouse,1.0,Finished Airing,False,2003-09-05,,1 hr 1 min,PG-13 - Teens 13 or older,8.26,36873,280,1509,58179,118,,
